,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117
time,22:02,22:03,22:04,22:05,22:06,22:07,22:08,22:09,22:10,22:11,22:12,22:13,22:14,22:15,22:16,22:17,22:18,22:19,22:20,22:21,22:22,22:23,22:24,22:25,22:26,22:27,22:28,22:29,22:30,22:31,22:32,22:33,22:34,22:35,22:36,22:37,22:38,22:39,22:40,22:41,22:42,22:43,22:44,22:45,22:46,22:47,22:48,22:49,22:50,22:51,22:52,22:53,22:54,22:55,22:56,22:57,22:58,22:59,23:00,23:01,23:02,23:03,23:04,23:05,23:06,23:07,23:08,23:09,23:10,23:11,23:12,23:13,23:14,23:15,23:16,23:17,23:18,23:19,23:20,23:21,23:22,23:23,23:24,23:25,23:26,23:27,23:28,23:29,23:30,23:31,23:32,23:33,23:34,23:35,23:36,23:37,23:38,23:39,23:40,23:41,23:42,23:43,23:44,23:45,23:46,23:47,23:48,23:49,23:50,23:51,23:52,23:53,23:54,23:55,23:56,23:57,23:58,23:59
leq_dba,64.47,63.266666666666666,63.156666666666666,62.62833333333333,62.541666666666664,62.9,62.269999999999996,61.723333333333336,63.03666666666667,61.60166666666667,61.401666666666664,61.49666666666667,61.138333333333335,61.361666666666665,62.419999999999995,61.663333333333334,62.044999999999995,61.69166666666667,60.809999999999995,61.281666666666666,60.8,61.041666666666664,61.30833333333333,61.56333333333334,61.48166666666667,61.358333333333334,62.080000000000005,63.01166666666666,64.05333333333333,64.94166666666666,62.223333333333336,62.05166666666666,62.138333333333335,63.01833333333333,62.733333333333334,62.31166666666666,63.44833333333334,62.84,63.318333333333335,64.51,63.894999999999996,62.71333333333334,62.40333333333333,61.24333333333333,61.205000000000005,61.31666666666667,61.751666666666665,61.681666666666665,61.46,61.748333333333335,62.085,61.70666666666667,62.044999999999995,61.11333333333334,62.434999999999995,62.663333333333334,62.638333333333335,64.42166666666667,63.973333333333336,61.891666666666666,61.76166666666666,62.24,62.294999999999995,62.318333333333335,64.4335593220339,62.7,62.29833333333333,65.77833333333334,62.40833333333333,61.97166666666667,60.983333333333334,61.14833333333333,61.56666666666667,60.72833333333333,61.235,62.330000000000005,61.82833333333333,61.5,61.91166666666666,61.480000000000004,62.184999999999995,60.96666666666667,60.575,60.945,60.73166666666667,60.388333333333335,61.306666666666665,61.005,61.35,61.755,60.91833333333333,61.48833333333334,60.919999999999995,60.413333333333334,60.748333333333335,61.23833333333334,61.58833333333334,61.07166666666667,60.836666666666666,60.70166666666667,60.905,60.788333333333334,61.05166666666666,61.06666666666667,61.26833333333333,61.794999999999995,61.211666666666666,61.155,61.10166666666667,61.18,61.37833333333333,62.62833333333333,61.27833333333333,62.72666666666667,61.873333333333335,62.20666666666667,61.725,61.519999999999996
